name,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,rock_era
Blue,Joni Mitchell,1971,0.12,0.6,0.47,0.99,0.1,0,0.55,0.1,0.55,0.08,0.61,3,0.46,Old Rock
Mercury Blues,David Lindley,1981,0.14,0.51,0.41,0.01,0.86,0,0.45,0.26,0.71,0.22,0.8,4,0.5,Old Rock
Doom And Gloom,The Rolling Stones,2019,0.16,0.6,0.62,0,0.84,0.02,0,0.16,0.81,0.06,0.6,4,0.79,Modern Rock
Crying in the Rain - 1987 Version; 2018 Remaster,Whitesnake,1987,0.23,0.49,0.32,0,0.91,0,0.36,0.35,0.74,0.18,0.59,3,0.24,Sweet Rock
The Greatest View,Silverchair,2002,0.16,0.48,0.32,0,0.79,0,0.82,0.15,0.76,0.06,0.36,4,0.35,Modern Rock
Push,Moist,1994,0.15,0.31,0.29,0,0.85,0,0.64,0.42,0.68,0.08,0.45,4,0.55,Sweet Rock
"Once Bitten, Twice Shy",Various Artists,2010,0.19,0.38,0.77,0.01,0.65,0,0,0.21,0.63,0.08,0.57,4,0.82,Modern Rock
I Wanna Go Home,Sator,1992,0.15,0.55,0.46,0,0.72,0.01,0.64,0.17,0.73,0.05,0.77,3,0.7,Sweet Rock
Say Goodbye to Hollywood,Billy Joel,1976,0.19,0.57,0.7,0,0.76,0,0,0.12,0.75,0.06,0.58,4,0.77,Old Rock
"Get Outta My Dreams, Get Into My Car",Billy Ocean,2010,0.19,0.76,0.67,0.09,0.91,0,0.36,0.33,0.76,0.07,0.54,4,0.93,Modern Rock
"Thank You - Live In Stockholm, Sweden/2006",Chris Cornell,2018,0.18,0.45,0.45,0.79,0.17,0,0.36,0.67,0.59,0.06,0.65,4,0.2,Modern Rock
L Train,Shootyz Groove,1999,0.15,0.18,0.66,0,0.84,0,1,0.1,0.79,0.13,0.44,4,0.63,Sweet Rock
All Fired Up,Pat Benatar,1988,0.18,0.64,0.67,0.08,0.88,0,0,0.1,0.67,0.09,0.68,4,0.53,Sweet Rock
Victim of Changes,Judas Priest,1993,0.29,0.33,0.33,0,0.88,0.08,0.82,0.97,0.76,0.14,0.4,4,0.4,Sweet Rock
Empty Garden (Hey Hey Johnny) - Remastered 2003,Elton John,1982,0.21,0.55,0.68,0.14,0.36,0,0.36,0.4,0.56,0.05,0.5,4,0.23,Sweet Rock
Valerie,Steve Winwood,1982,0.17,0.79,0.73,0.57,0.53,0.01,0.82,0.07,0.63,0.05,0.53,4,0.74,Sweet Rock
Acquiesce,Oasis,1998,0.18,0.67,0.2,0.01,0.95,0,0,0.43,0.89,0.13,0.51,4,0.25,Sweet Rock
Shake a Leg,AC/DC,1980,0.16,0.67,0.42,0.02,0.94,0.01,0.36,0.31,0.82,0.15,0.7,4,0.62,Old Rock
Showgirl,Luke Haines,2003,0.17,0.11,0.57,0.01,0.56,0,0.82,0.06,0.73,0.05,0.37,4,0.44,Modern Rock
Everything You Want,Vertical Horizon,1999,0.17,0.76,0.65,0.05,0.76,0,0.27,0.05,0.76,0.06,0.43,4,0.75,Sweet Rock
Every Time I Think of You,The Babys,1978,0.16,0.58,0.4,0.19,0.64,0,0.64,0.13,0.77,0.06,0.56,4,0.43,Old Rock
Apologize,OneRepublic,2007,0.14,0.87,0.6,0.36,0.74,0,0.73,0.09,0.77,0.06,0.54,4,0.51,Modern Rock
Dancing in the Street - Steve Thompson Mix,David Bowie,1985,0.19,0.35,0.62,0.09,0.82,0,0.36,0.04,0.59,0.06,0.6,4,0.92,Sweet Rock
BourÃ©e,Jethro Tull,1977,0.15,0.63,0.53,0.37,0.27,0.88,0,0.21,0.54,0.09,0.53,4,0.56,Old Rock
What Lies Beneath,Breaking Benjamin,2009,0.14,0.65,0.27,0,0.88,0,0.55,0.04,0.83,0.19,0.54,4,0.25,Modern Rock
Wake up Boo!,The Boo Radleys,1995,0.14,0.61,0.48,0.07,0.9,0,0.55,0.18,0.75,0.19,0.66,4,0.56,Sweet Rock
Gold,Spandau Ballet,2000,0.15,0.8,0.72,0.26,0.74,0.01,0.91,0.09,0.72,0.07,0.66,4,0.65,Sweet Rock
Something's Always Wrong,Toad The Wet Sprocket,1994,0.2,0.56,0.54,0.06,0.86,0,0.27,0.08,0.74,0.06,0.62,4,0.56,Sweet Rock
Daydreamer,Menswear,1995,0.09,0.37,0.67,0.01,0.73,0,0.18,0.3,0.7,0.09,0.51,4,0.88,Sweet Rock
It's Now or Never,Elvis Presley,2002,0.13,0.71,0.65,0.65,0.49,0.01,0.36,0.28,0.68,0.06,0.58,4,0.76,Modern Rock
Little Wing,Stevie Ray Vaughan,1984,0.28,0.73,0.48,0.36,0.38,0.75,0.09,0.06,0.54,0.07,0.53,4,0.53,Sweet Rock
It Ain't Over Till It's Over,Relaxing Piano Covers,2015,0.19,0.01,0.91,1,0.04,0.97,0.27,0.1,0,0.76,0.7,4,0.21,Modern Rock
Alright,Supergrass,1995,0.12,0.86,0.47,0,0.96,0.2,0.36,0.29,0.81,0.14,0.67,4,0.71,Sweet Rock
Fire,Kasabian,2009,0.17,0.79,0.53,0.09,0.74,0.15,0.91,0.11,0.78,0.06,0.54,4,0.18,Modern Rock
Famous Last Words,My Chemical Romance,2006,0.2,0.85,0.47,0,0.88,0,0.18,0.11,0.84,0.19,0.56,4,0.31,Modern Rock
Lager & Ale,Kim Mitchell,1995,0.13,0.39,0.59,0,0.83,0.03,0.18,0.08,0.73,0.06,0.59,4,0.5,Sweet Rock
Professional Widow - Merry Widow Version,Tori Amos,1996,0.19,0.37,0.34,0.87,0.13,0,0.64,0.79,0.6,0.1,0.62,3,0.07,Sweet Rock
Again,Alice In Chains,1995,0.16,0.61,0.56,0,0.87,0.02,0.64,0.11,0.76,0.08,0.57,4,0.41,Sweet Rock
Human Fly,The Cramps,1983,0.09,0.67,0.54,0.04,0.85,0.01,0.82,0.18,0.64,0.2,0.55,4,0.31,Sweet Rock
This Is It,Kenny Loggins,1979,0.16,0.65,0.65,0.26,0.5,0,0.64,0.15,0.59,0.05,0.47,4,0.75,Old Rock
I Touch Myself,Divinyls,1991,0.15,0.75,0.67,0.18,0.71,0,0.45,0.05,0.65,0.06,0.5,4,0.73,Sweet Rock
Holiday,Nazareth,1980,0.14,0.35,0.62,0.03,0.84,0,0.64,0.13,0.78,0.06,0.6,4,0.69,Old Rock
St. Elmos Fire (Man in Motion),Various Artists,1985,0.17,0.81,0.62,0.15,0.6,0,0.82,0.21,0.63,0.06,0.51,4,0.48,Sweet Rock
Only God Knows Why,Kid Rock,1998,0.22,0.74,0.64,0.06,0.75,0,0.36,0.12,0.8,0.05,0.59,4,0.31,Sweet Rock
Song For The Lonely,The Living End,2011,0.13,0.25,0.5,0,0.94,0,0.18,0.17,0.83,0.09,0.56,4,0.35,Modern Rock
When Will I Be Loved,Linda Ronstadt,1974,0.08,0.69,0.52,0.19,0.57,0,0.82,0.08,0.66,0.06,0.61,4,0.63,Old Rock
"Lovin', Touchin', Squeezin'",Journey,1979,0.15,0.71,0.41,0.1,0.64,0,0.18,0.22,0.7,0.08,0.97,3,0.72,Old Rock
Minus Celsius,Backyard Babies,2003,0.14,0.52,0.32,0,0.91,0.56,0.09,0.19,0.85,0.08,0.72,4,0.46,Modern Rock
Sittin' In The Balcony,Eddie Cochran,1957,0.08,0.32,0.53,0.87,0.46,0.02,0.64,0.29,0.58,0.07,0.66,4,0.9,Old Rock
38 Years Old,The Tragically Hip,2005,0.17,0.49,0.63,0.03,0.56,0,0.64,0.05,0.78,0.05,0.45,4,0.24,Modern Rock
Jealous Guy - Remastered,Roxy Music,2001,0.2,0.7,0.52,0.04,0.62,0.01,0.36,0.12,0.72,0.05,0.36,4,0.39,Sweet Rock
Tiny Spark,Brendan Benson,2009,0.13,0.39,0.58,0.05,0.81,0.01,0.64,0.1,0.77,0.06,0.53,4,0.5,Modern Rock
If You Want My Love,Cheap Trick,1982,0.14,0.54,0.5,0.02,0.68,0,0.36,0.28,0.67,0.06,0.53,4,0.48,Sweet Rock
Say (All I Need),OneRepublic,2007,0.15,0.56,0.56,0.02,0.74,0,0.82,0.14,0.78,0.09,0.56,4,0.31,Modern Rock
Season of the Witch,Donovan,1966,0.2,0.76,0.52,0.16,0.51,0.01,0.18,0.05,0.64,0.05,0.46,4,0.7,Old Rock
This Means War,Nickelback,2011,0.13,0.64,0.57,0,0.97,0.28,0.91,0.32,0.85,0.14,0.61,4,0.81,Modern Rock
House of Pain,Faster Pussycat,1989,0.23,0.64,0.53,0.08,0.61,0,0,0.24,0.65,0.07,0.56,4,0.23,Sweet Rock
Human Touch,Bruce Springsteen,1992,0.26,0.73,0.66,0,0.52,0,0,0.09,0.55,0.05,0.53,4,0.46,Sweet Rock
I Am One - Remastered 2011,The Smashing Pumpkins,1991,0.17,0.48,0.49,0,0.73,0.89,0.55,0.04,0.74,0.08,0.49,4,0.81,Sweet Rock
The Nips Are Getting Bigger,Mental As Anything,1979,0.13,0.43,0.83,0.03,0.87,0.02,0.64,0.13,0.79,0.14,0.69,4,0.98,Old Rock
"Hail, Hail",Pearl Jam,1996,0.15,0.6,0.36,0,0.95,0,0,0.2,0.82,0.14,0.65,4,0.24,Sweet Rock
If That's What It Takes,Bon Jovi,1995,0.21,0.43,0.54,0.07,0.88,0,0.45,0.12,0.84,0.06,0.43,4,0.44,Sweet Rock
I'm Coming Out,Diana Ross,1980,0.22,0.8,0.75,0.18,0.92,0.12,0.45,0.07,0.82,0.09,0.51,4,0.76,Old Rock
Gloria - Live; 2007 Remaster,The Doors,2007,0.26,0.62,0.51,0.05,0.41,0,0.82,0.28,0.59,0.08,0.59,4,0.64,Modern Rock
Xanadu - Composed Or Made Famous By: Olivia Newton-John & Electric Light Orchestra,Stingray Music (Karaoke),2009,0.14,0.01,0.58,0.06,0.58,0,0.55,0.1,0.61,0.05,0.59,4,0.57,Modern Rock
Love Interruption,Jack White,2016,0.1,0.3,0.57,0.67,0.31,0,0.82,0.13,0.57,0.07,0.43,4,0.35,Modern Rock
Pain Killer (Summer Rain),Turin Brakes,2003,0.16,0.25,0.36,0,0.88,0,0.18,0.15,0.8,0.12,0.7,4,0.76,Modern Rock
"Black Fingernails, Red Wine",Eskimo Joe,2006,0.17,0.37,0.56,0.01,0.92,0.1,0.09,0.24,0.81,0.08,0.57,4,0.44,Modern Rock
Summer Rain,Belinda Carlisle,1989,0.22,0.58,0.73,0.04,0.86,0,0.45,0.08,0.72,0.06,0.59,4,0.95,Sweet Rock
Fat Man in the Bathtub,Little Feat,1973,0.18,0.58,0.63,0.18,0.65,0.04,0.64,0.03,0.7,0.1,0.4,4,0.9,Old Rock
Swagger of Thieves,Head Like A Hole,2011,0.15,0.19,0.6,0.04,0.89,0,0.09,0.09,0.86,0.12,0.52,4,0.42,Modern Rock
White Unicorn,Wolfmother,2005,0.2,0.46,0.36,0,0.78,0,0,0.09,0.8,0.07,0.49,4,0.38,Modern Rock
Meet Me on the Equinox,Various Artists,2009,0.15,0.57,0.49,0.14,0.89,0.48,0.64,0.21,0.76,0.08,0.62,4,0.5,Modern Rock
Thorn In My Pride,The Black Crowes,1992,0.25,0.56,0.56,0.05,0.84,0,0.36,0.08,0.79,0.06,0.66,4,0.54,Sweet Rock
Where To Now St. Peter? - Remastered 2017,Elton John,2020,0.17,0.42,0.61,0.47,0.38,0,0.36,0.08,0.49,0.06,0.59,4,0.4,Modern Rock
The Fly,U2,1991,0.18,0.58,0.51,0,0.94,0.03,1,0.15,0.69,0.1,0.5,4,0.42,Sweet Rock
Who Knew,P!nk,2006,0.14,0.81,0.7,0,0.73,0,0.82,0.06,0.81,0.05,0.64,4,0.46,Modern Rock
Stay Together For The Kids,blink-182,2001,0.16,0.75,0.53,0,0.78,0,0.18,0.15,0.8,0.06,0.67,4,0.17,Sweet Rock
If I Could Turn Back Time,Cher,1989,0.16,0.86,0.67,0.24,0.57,0,1,0.11,0.65,0.05,0.5,4,0.51,Sweet Rock
Bye Bye Johnny,Return,1988,0.17,0.58,0.45,0.25,0.88,0,0.36,0.09,0.72,0.11,0.73,4,0.25,Sweet Rock
The Color of the Night (Made Popular By Lauren Christy) [Vocal Version],Party Tyme Karaoke,2020,0.16,0.04,0.55,0.68,0.43,0,0.18,0.14,0.7,0.05,0.53,4,0.11,Modern Rock
Consoler Of The Lonely,The Raconteurs,2008,0.14,0.56,0.41,0.02,0.82,0,0,0.35,0.8,0.12,0.46,4,0.62,Modern Rock
The Rocker,Thin Lizzy,1973,0.21,0.5,0.26,0.07,0.83,0,0.18,0.28,0.59,0.23,0.66,4,0.58,Old Rock
Why'd You Lie?,Colin James,1988,0.22,0.32,0.44,0.14,0.45,0,0.45,0.14,0.65,0.06,0.71,4,0.55,Sweet Rock
Gamma Ray,Beck,2008,0.12,0.56,0.61,0.11,0.91,0.25,1,0.32,0.82,0.07,0.77,4,0.71,Modern Rock
Shelter Me,Cinderella,1990,0.19,0.56,0.62,0.04,0.88,0.07,0.64,0.07,0.72,0.05,0.58,4,0.93,Sweet Rock
Skydiver,Schtum,1996,0.13,0.14,0.54,0.03,0.94,0.01,0.18,0.09,0.74,0.14,0.54,4,0.44,Sweet Rock
Toys And Flavors,The Hellacopters,2000,0.14,0.5,0.29,0,0.93,0,0.91,0.25,0.79,0.22,0.7,4,0.59,Sweet Rock
Uptown Girl,Billy Joel,1983,0.13,0.92,0.71,0.08,0.94,0,0.36,0.6,0.86,0.08,0.59,4,0.8,Sweet Rock
Chalk Outline,Three Days Grace,2012,0.12,0.71,0.6,0,0.79,0,0.64,0.03,0.8,0.11,0.7,4,0.67,Modern Rock
Time Machine,Grand Funk Railroad,2006,0.15,0.37,0.65,0.04,0.64,0,1,0.07,0.75,0.05,0.5,4,0.85,Modern Rock
To Cut a Long Story Short - 2010 Remaster,Spandau Ballet,1981,0.13,0.36,0.58,0.15,0.89,0.81,0.18,0.08,0.8,0.16,0.65,4,0.87,Old Rock
Feel the Pain,Dinosaur Jr.,1994,0.17,0.74,0.34,0,0.8,0.02,0,0.06,0.7,0.09,0.6,4,0.86,Sweet Rock
Broken Wings,Mr. Mister,1985,0.23,0.83,0.29,0.13,0.5,0,0.09,0.1,0.53,0.06,0.46,4,0.45,Sweet Rock
Chance,Big Country,1983,0.18,0.5,0.73,0.02,0.65,0,0.18,0.06,0.66,0.05,0.5,4,0.96,Sweet Rock
Calling Dr. Love,KISS,1976,0.15,0.62,0.55,0.67,0.89,0,0.73,0.37,0.71,0.26,0.58,4,0.47,Old Rock
A Groovy Kind of Love,Phil Collins,2004,0.14,0.77,0.46,0.24,0.3,0,0.18,0.09,0.67,0.05,0.66,4,0.18,Modern Rock
Hurricane,Theory of a Deadman,2011,0.17,0.55,0.41,0.01,0.88,0,0.45,0.39,0.81,0.11,0.61,4,0.39,Modern Rock
"The Story of the Blues, Pt. 1",The Mighty Wah!,2020,0.15,0.46,0.51,0.05,0.85,0,0.55,0.07,0.72,0.13,0.5,4,0.35,Modern Rock
Beating Around the Bush,AC/DC,1979,0.16,0.61,0.48,0,0.89,0.1,0.09,0.16,0.78,0.18,0.53,4,0.5,Old Rock
Driving Away From Home (Jim's Tune),It's Immaterial,1986,0.17,0.51,0.6,0.04,0.74,0.26,0.64,0.34,0.54,0.07,0.51,4,0.91,Sweet Rock
Don't Try to Lay No Boogie-Woogie on the King of Rock and Roll - Remastered,Long John Baldry,2007,0.14,0.19,0.61,0.45,0.93,0,0.91,0.43,0.77,0.06,0.63,4,0.88,Modern Rock
Bird of Paradise,Snowy White,2003,0.19,0.67,0.48,0.6,0.44,0.61,0.09,0.31,0.62,0.07,0.66,4,0.32,Modern Rock
You Shook Me - 1993 Remaster,Led Zeppelin,1969,0.26,0.63,0.37,0.67,0.48,0.02,1,0.13,0.57,0.11,0.72,3,0.39,Old Rock
Nantucket Sleighride,Leslie West,2013,0.24,0.43,0.24,0.02,0.71,0,0.18,0.55,0.7,0.06,0.71,4,0.37,Modern Rock
Upside Down,Diana Ross,1980,0.16,0.79,0.9,0.08,0.91,0.01,0.45,0,0.8,0.13,0.5,4,0.9,Old Rock
This Corrosion,Various Artists,2019,0.18,0.25,0.52,0.1,0.89,0,0,0.65,0.73,0.14,0.69,4,0.55,Modern Rock
Everybody Talks,Neon Trees,2012,0.12,0.77,0.48,0,0.93,0,0.73,0.3,0.83,0.11,0.71,4,0.73,Modern Rock
The New Pollution,Beck,1996,0.15,0.46,0.68,0.06,0.8,0.09,0.09,0.32,0.75,0.05,0.61,4,0.86,Sweet Rock
Love Is All,Roger Glover,1974,0.13,0.56,0.61,0.64,0.81,0,0.64,0.85,0.8,0.09,0.51,4,0.77,Old Rock
Slave To Love,Bryan Ferry,1985,0.18,0.8,0.67,0.18,0.82,0,0.18,0.04,0.77,0.05,0.68,4,0.8,Sweet Rock
Satisfaction Guaranteed,The Firm,1985,0.17,0.5,0.49,0.25,0.57,0,0,0.02,0.55,0.09,0.63,4,0.61,Sweet Rock
A Salty Dog,Procol Harum,1969,0.19,0.25,0.22,0.6,0.16,0,0.55,0.31,0.51,0.06,0.4,4,0.12,Old Rock
Wouldn't It Be Good,Various Artists,2018,0.19,0.52,0.66,0.17,0.71,0.01,0.18,0.06,0.7,0.05,0.45,4,0.76,Modern Rock
Just a Job to Do - 2007 Remaster,Genesis,1983,0.19,0.43,0.59,0.03,0.92,0.01,1,0.08,0.7,0.06,0.59,4,0.85,Sweet Rock
Until the Day I Die,Story Of The Year,2003,0.16,0.79,0.6,0.13,0.93,0,1,0.04,0.81,0.18,0.42,4,0.54,Modern Rock
I'm Awesome,Spose,2010,0.17,0.29,0.61,0.13,0.77,0,0,0.62,0.79,0.63,0.43,4,0.79,Modern Rock
Lesson Learned,Alice In Chains,2009,0.17,0.39,0.45,0,0.95,0.01,0.09,0.11,0.84,0.1,0.5,4,0.33,Modern Rock
Rev It Up,Jerry Harrison,1988,0.17,0.32,0.73,0.02,0.72,0.01,0.82,0.06,0.55,0.08,0.44,4,0.93,Sweet Rock
Falling to Pieces,Faith No More,1989,0.21,0.61,0.55,0,0.92,0.01,0.18,0.09,0.72,0.09,0.48,4,0.39,Sweet Rock
Sarah - Version 3,Thin Lizzy,1979,0.14,0.52,0.73,0.51,0.54,0,0.18,0.05,0.6,0.08,0.57,4,0.86,Old Rock
Just Like Paradise,David Lee Roth,1988,0.16,0.68,0.62,0.02,0.85,0,0.18,0.67,0.8,0.06,0.62,4,0.38,Sweet Rock
It's Only Make Believe,Conway Twitty,1959,0.09,0.63,0.47,0.86,0.46,0,1,0.12,0.67,0.11,0.59,4,0.25,Old Rock
Going Out,Supergrass,1997,0.17,0.36,0.25,0,0.68,0.66,0.18,0.09,0.73,0.1,0.44,4,0.49,Sweet Rock
Ship of Fools - 2006 Remaster,Robert Plant,2007,0.2,0.54,0.62,0.16,0.47,0,0.64,0.08,0.75,0.04,0.43,4,0.23,Modern Rock
Sleeping With The Lights On (In The Style of Busted),Ameritz Audio Karaoke,2011,0.15,0,0.47,0,0.54,0.72,0.73,0.06,0.65,0.05,0.8,4,0.49,Modern Rock
Livet Ã¤r en fest,Nationalteatern,1974,0.17,0.56,0.44,0,0.68,0,0.82,0.1,0.63,0.06,0.67,4,0.76,Old Rock
You Wouldn't Believe,311,2001,0.15,0.46,0.5,0,0.91,0,0.64,0.12,0.79,0.11,0.77,4,0.57,Sweet Rock
Last of the American Girls,Green Day,2009,0.15,0.64,0.53,0,0.92,0,1,0.08,0.83,0.05,0.56,4,0.78,Modern Rock
Room To Move,John Mayall,1969,0.2,0.55,0.77,0.75,0.93,0.43,0.09,0.94,0.7,0.24,0.61,4,0.71,Old Rock
Dog & Butterfly,Heart,1978,0.22,0.5,0.67,0.32,0.31,0,0.36,0.11,0.4,0.06,0.57,4,0.43,Old Rock
All The Same,Sick Puppies,2007,0.17,0.64,0.32,0,0.76,0,0,0.09,0.76,0.07,0.81,3,0.19,Modern Rock
Meet Virginia,Train,1998,0.16,0.77,0.68,0.09,0.55,0,0.64,0.11,0.72,0.09,0.41,4,0.6,Sweet Rock
Nobody,Skindred,2004,0.16,0.7,0.64,0.02,0.91,0,0.91,0.43,0.81,0.1,0.45,4,0.76,Modern Rock
Closer,Kings of Leon,2008,0.16,0.79,0.4,0.47,0.77,0,1,0.1,0.81,0.07,0.5,5,0.24,Modern Rock
Mamma pappa barn,Ebba GrÃ¶n,1981,0.12,0.48,0.55,0,0.8,0,0,0.2,0.58,0.08,0.72,4,0.73,Old Rock
Caught Up In You,38 Special,1982,0.19,0.76,0.43,0.02,0.68,0,0.09,0.04,0.7,0.06,0.6,4,0.94,Sweet Rock
(I Know) I'm Losing You,Rod Stewart,1971,0.22,0.48,0.4,0.09,0.8,0.2,0.64,0.11,0.55,0.11,0.49,4,0.45,Old Rock
Playing To Win - Remastered 2010,Little River Band,1984,0.12,0.46,0.66,0.25,0.95,0,0.64,0.19,0.79,0.19,0.6,4,0.86,Sweet Rock
Father To Son - Remastered 2011,Queen,1974,0.25,0.43,0.16,0.21,0.65,0,0,0.18,0.63,0.1,0.71,4,0.22,Old Rock
Silent Sigh,Badly Drawn Boy,2002,0.19,0.61,0.61,0.07,0.66,0,0,0.1,0.67,0.05,0.48,4,0.55,Modern Rock
Baby Hold On,Eddie Money,1977,0.14,0.69,0.65,0.15,0.64,0,0.18,0.04,0.59,0.09,0.55,4,0.86,Old Rock
Do You Love Me,KISS,1976,0.14,0.52,0.46,0.06,0.92,0,0.27,0.07,0.78,0.15,0.58,4,0.45,Old Rock
Wild Eyes,Stampeders,2001,0.16,0.11,0.29,0,0.73,0.26,0.82,0.11,0.68,0.15,0.64,4,0.46,Sweet Rock
Body Movin',Beastie Boys,1998,0.12,0.61,0.76,0,0.92,0.01,0.55,0.02,0.76,0.17,0.45,4,0.57,Sweet Rock
Demon's Eye - 1996 Remaster,Deep Purple,1971,0.22,0.49,0.54,0.02,0.79,0.22,0.64,0.11,0.69,0.09,0.55,4,0.56,Old Rock
The Hippy Hippy Shake,The Swinging Blue Jeans,1992,0.07,0.62,0.56,0.35,0.69,0,0.36,0.32,0.6,0.1,0.33,4,0.99,Sweet Rock
Working on the Highway,Bruce Springsteen,1984,0.13,0.6,0.43,0.08,0.95,0,0,0.14,0.79,0.08,0.85,4,0.98,Sweet Rock
Diamonds and Pearls,Prince,1991,0.19,0.58,0.56,0.05,0.55,0.32,0.64,0.05,0.65,0.06,0.37,4,0.29,Sweet Rock
Hell Is For Children,Pat Benatar,2008,0.2,0.49,0.39,0.32,0.82,0,0,0.09,0.82,0.11,0.61,4,0.61,Modern Rock
Run Riot,Def Leppard,1987,0.19,0.5,0.45,0,0.96,0.26,0.18,0.44,0.83,0.14,0.35,4,0.42,Sweet Rock
One Day Like This,Elbow,2008,0.27,0.57,0.44,0.09,0.67,0,0.91,0.13,0.77,0.05,0.73,4,0.39,Modern Rock
Barrel Of A Gun,Guster,1999,0.13,0.44,0.51,0.12,0.76,0,0.09,0.06,0.76,0.07,0.68,4,0.58,Sweet Rock
Goddess on a Hiway - Remastered,Mercury Rev,1998,0.15,0.06,0.48,0.02,0.76,0,0.82,0.06,0.78,0.07,0.67,4,0.26,Sweet Rock
Boogie Wonderland,"Earth, Wind & Fire",1979,0.19,0.88,0.81,0.08,0.76,0.01,0.18,0.04,0.63,0.06,0.6,4,0.97,Old Rock
Love Is Strong,The Rolling Stones,1994,0.15,0.56,0.54,0.02,0.86,0.24,0.18,0.05,0.8,0.08,0.51,4,0.52,Sweet Rock
Racing in the Streets (Take On Bruce Springsteen),Cool & Classy,2013,0.3,0,0.6,0.19,0.26,0.87,0.45,0.11,0.53,0.08,0.4,4,0.12,Modern Rock
Angel Fingers (A Teen Ballad),Various Artists,2020,0.19,0,0.47,0.06,0.95,0,1,0.35,0.77,0.14,0.61,4,0.38,Modern Rock
I Heard a Rumour,Bananarama,1987,0.14,0.58,0.67,0.1,0.96,0,1,0.19,0.83,0.07,0.57,4,0.93,Sweet Rock
Home,Staind,1999,0.16,0.5,0.49,0,0.78,0.26,0.55,0.2,0.81,0.07,0.57,4,0.31,Sweet Rock
Nautical Disaster,The Tragically Hip,1994,0.19,0.55,0.44,0,0.91,0.44,0.64,0.1,0.72,0.18,0.54,4,0.04,Sweet Rock
Mrs. Potters Lullaby,Counting Crows,1999,0.32,0.57,0.52,0.27,0.8,0,0.73,0.33,0.78,0.06,0.44,4,0.72,Sweet Rock
Let the Good Times Rock,Europe,1988,0.16,0.29,0.59,0.18,0.71,0,0.18,0.13,0.59,0.09,0.5,4,0.53,Sweet Rock
Worth Fighting For,Blacklistt,2013,0.14,0.29,0.43,0,0.82,0,1,0.08,0.71,0.08,0.6,4,0.33,Modern Rock
Reward,The Teardrop Explodes,1980,0.11,0.56,0.39,0,0.75,0,0,0.3,0.82,0.06,0.73,4,0.91,Old Rock
Moving On,Steriogram,2010,0.12,0.18,0.54,0,0.86,0.07,0.55,0.09,0.8,0.06,0.56,4,0.49,Modern Rock
Rock 'N' Roll Damnation,AC/DC,1978,0.14,0.68,0.53,0.03,1,0.15,0.82,0.07,0.87,0.19,0.61,4,0.33,Old Rock
Cities On Flame with Rock and Roll,Blue Ã–yster Cult,1972,0.16,0.67,0.34,0.07,0.89,0,0.36,0.19,0.7,0.18,0.82,4,0.65,Old Rock
March Of The Pigs,Nine Inch Nails,1994,0.12,0.54,0.51,0.02,0.9,0.2,0.18,0.08,0.73,0.1,0.62,1,0.06,Sweet Rock
Soldier Girl,The Polyphonic Spree,2002,0.16,0.45,0.45,0.2,0.58,0,0,0.06,0.74,0.06,0.43,4,0.05,Modern Rock
Think Twice,Eve 6,2003,0.15,0.57,0.53,0,0.84,0,1,0.26,0.82,0.06,0.43,4,0.44,Modern Rock
I Don't Believe In Love - Remastered 2003,QueensrÃ¿che,1988,0.18,0.63,0.57,0.04,0.99,0,0.64,0.42,0.87,0.14,0.54,4,0.27,Sweet Rock
Hey There Delilah,Plain White T's,2005,0.16,0.96,0.66,0.88,0.29,0,0.18,0.1,0.64,0.05,0.48,4,0.3,Modern Rock
Dark Star - Single Version,Grateful Dead,1977,0.11,0.58,0.38,0.89,0.08,0.06,0.18,0.18,0.43,0.07,0.39,4,0.36,Old Rock
Cum on Feel the Noize,Slade,1973,0.18,0.65,0.4,0,0.86,0.69,0.64,0.14,0.81,0.12,0.63,4,0.57,Old Rock
Peaches En Regalia,Frank Zappa,2016,0.15,0.6,0.38,0.28,0.69,0.83,1,0.07,0.61,0.06,0.47,4,0.78,Modern Rock
Black Friday,Steely Dan,1975,0.15,0.54,0.53,0.01,0.69,0,1,0.13,0.59,0.1,0.6,4,0.72,Old Rock
All You Zombies,The Hooters,1985,0.24,0.63,0.54,0.27,0.76,0.02,0.82,0.06,0.73,0.12,0.4,4,0.58,Sweet Rock
Coming Undone,Korn,2005,0.13,0.86,0.7,0,0.68,0,0.18,0.04,0.82,0.09,0.34,4,0.55,Modern Rock
Positive Bleeding,Urge Overkill,1993,0.15,0.33,0.51,0,0.9,0,0.36,0.31,0.73,0.08,0.59,4,0.68,Sweet Rock
Chalk Dust Torture (Live) - 7/28/17 Chocolate,Phish,2018,1,0.36,0.39,0.12,0.7,0.8,0.64,0.17,0.68,0.07,0.43,4,0.58,Modern Rock
"Stay (Faraway, So Close!)",U2,1993,0.2,0.75,0.57,0.19,0.51,0.06,0.73,0.06,0.59,0.05,0.43,4,0.73,Sweet Rock
Nothing Is Easy - 2001 Remaster,Jethro Tull,1969,0.18,0.42,0.44,0.15,0.65,0.03,0.82,0.18,0.61,0.11,0.49,3,0.67,Old Rock
Good Thing,Fine Young Cannibals,1988,0.13,0.75,0.76,0.07,0.59,0,0.82,0.03,0.65,0.05,0.76,4,0.9,Sweet Rock
